here
CPU_CLK_UNHALTED 50179828 0
CYCLE_ACTIVITY.STALLS_L1D_MISS 245353 0
CYCLE_ACTIVITY.STALLS_L2_MISS 37932 0
CYCLE_ACTIVITY.STALLS_L3_MISS 30034 0
CYCLE_ACTIVITY.STALLS_MEM_ANY 5528710 0
EXE_ACTIVITY.1_PORTS_UTIL 0 0
EXE_ACTIVITY.2_PORTS_UTIL 0 0
EXE_ACTIVITY.BOUND_ON_STORES 0 0
EXE_ACTIVITY.EXE_BOUND_0_PORTS 0 0
IDQ_UOPS_NOT_DELIVERED.CORE 0 0
INST_RETIRED 0 0
INT_MISC.RECOVERY_CYCLES_ANY 0 0
L1D.REPLACEMENT 0 0
L2_LINES_IN.ALL 0 0
MEM_INST_RETIRED.ALL_LOADS 0 0
MEM_INST_RETIRED.ALL_STORES 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 0 0
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
UOPS_ISSUED.ANY 0 0
UOPS_RETIRED.RETIRE_SLOTS 0 0


CPU_CLK_UNHALTED 258239023 983385
CYCLE_ACTIVITY.STALLS_L1D_MISS 1317027 63835
CYCLE_ACTIVITY.STALLS_L2_MISS 145646 57840
CYCLE_ACTIVITY.STALLS_L3_MISS 120740 51124
CYCLE_ACTIVITY.STALLS_MEM_ANY 34585773 228563
EXE_ACTIVITY.1_PORTS_UTIL 36026091 181408
EXE_ACTIVITY.2_PORTS_UTIL 43385291 364967
EXE_ACTIVITY.BOUND_ON_STORES 3015 159
EXE_ACTIVITY.EXE_BOUND_0_PORTS 4338768 24304
IDQ_UOPS_NOT_DELIVERED.CORE 287379457 704244
INST_RETIRED 283988948 1140476
INT_MISC.RECOVERY_CYCLES_ANY 25952181 140388
L1D.REPLACEMENT 716953 72261
L2_LINES_IN.ALL 2171 719
MEM_INST_RETIRED.ALL_LOADS 74337549 385448
MEM_INST_RETIRED.ALL_STORES 25512835 145143
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 119367 33080
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
UOPS_ISSUED.ANY 438715229 847827
UOPS_RETIRED.RETIRE_SLOTS 264335476 1010986


CPU_CLK_UNHALTED 451916936 6527530
CYCLE_ACTIVITY.STALLS_L1D_MISS 2684727 217569
CYCLE_ACTIVITY.STALLS_L2_MISS 291430 105166
CYCLE_ACTIVITY.STALLS_L3_MISS 253174 57065
CYCLE_ACTIVITY.STALLS_MEM_ANY 61969689 1168860
EXE_ACTIVITY.1_PORTS_UTIL 65535676 706163
EXE_ACTIVITY.2_PORTS_UTIL 79572018 1003948
EXE_ACTIVITY.BOUND_ON_STORES 11267 9766
EXE_ACTIVITY.EXE_BOUND_0_PORTS 7952761 127284
IDQ_UOPS_NOT_DELIVERED.CORE 529546430 7607998
INST_RETIRED 526522320 8346944
INT_MISC.RECOVERY_CYCLES_ANY 47762479 1146002
L1D.REPLACEMENT 1652218 222231
L2_LINES_IN.ALL 9439 9070
MEM_INST_RETIRED.ALL_LOADS 140030010 2765250
MEM_INST_RETIRED.ALL_STORES 48254294 888565
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 262782 58905
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
UOPS_ISSUED.ANY 851404015 12097544
UOPS_RETIRED.RETIRE_SLOTS 519243017 6144333


CPU_CLK_UNHALTED 650511484 12766349
CYCLE_ACTIVITY.STALLS_L1D_MISS 3793202 327167
CYCLE_ACTIVITY.STALLS_L2_MISS 364230 147389
CYCLE_ACTIVITY.STALLS_L3_MISS 337912 62246
CYCLE_ACTIVITY.STALLS_MEM_ANY 89755634 2047856
EXE_ACTIVITY.1_PORTS_UTIL 95044635 1343789
EXE_ACTIVITY.2_PORTS_UTIL 115348870 1919921
EXE_ACTIVITY.BOUND_ON_STORES 13378 9602
EXE_ACTIVITY.EXE_BOUND_0_PORTS 11599344 260472
