here
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
CPU_CLK_UNHALTED 49378859 149970
INST_RETIRED 69066812 268491
MEM_INST_RETIRED.ALL_LOADS 26745680 0
MEM_INST_RETIRED.ALL_STORES 4608343 0
L1D.REPLACEMENT 3259833 17927
L2_LINES_IN.ALL 1750371 13604
IDQ_UOPS_NOT_DELIVERED.CORE 0 0
UOPS_ISSUED.ANY 0 0
INT_MISC.RECOVERY_CYCLES_ANY 1244495 15719
UOPS_RETIRED.RETIRE_SLOTS 36679210 713666
CYCLE_ACTIVITY.STALLS_MEM_ANY 0 0
EXE_ACTIVITY.BOUND_ON_STORES 0 0
EXE_ACTIVITY.1_PORTS_UTIL 0 0
EXE_ACTIVITY.2_PORTS_UTIL 0 0
EXE_ACTIVITY.EXE_BOUND_0_PORTS 0 0
CYCLE_ACTIVITY.STALLS_L1D_MISS 0 0
CYCLE_ACTIVITY.STALLS_L2_MISS 0 0
CYCLE_ACTIVITY.STALLS_L3_MISS 0 0
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 0 0


CPU_CLK_UNHALTED 257155022 1673954
INST_RETIRED 343534986 11533626
MEM_INST_RETIRED.ALL_LOADS 139370946 5974156
MEM_INST_RETIRED.ALL_STORES 26673428 580623
L1D.REPLACEMENT 17998824 987793
L2_LINES_IN.ALL 9895295 679055
IDQ_UOPS_NOT_DELIVERED.CORE 131809200 7356707
UOPS_ISSUED.ANY 466190066 2495243
INT_MISC.RECOVERY_CYCLES_ANY 13857430 1588648
UOPS_RETIRED.RETIRE_SLOTS 304693551 11518023
CYCLE_ACTIVITY.STALLS_MEM_ANY 51371326 674418
EXE_ACTIVITY.BOUND_ON_STORES 63077 20019
EXE_ACTIVITY.1_PORTS_UTIL 36556247 966042
EXE_ACTIVITY.2_PORTS_UTIL 39000549 169636
EXE_ACTIVITY.EXE_BOUND_0_PORTS 2378859 128827
CYCLE_ACTIVITY.STALLS_L1D_MISS 39499753 949709
CYCLE_ACTIVITY.STALLS_L2_MISS 32656727 1556230
CYCLE_ACTIVITY.STALLS_L3_MISS 21896265 561519
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 715535 168275
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 23778462 116393


CPU_CLK_UNHALTED 465037956 2437140
INST_RETIRED 592988629 28226549
MEM_INST_RETIRED.ALL_LOADS 241755016 16784257
MEM_INST_RETIRED.ALL_STORES 48191410 1254406
L1D.REPLACEMENT 29819266 2714163
L2_LINES_IN.ALL 15997844 1866417
IDQ_UOPS_NOT_DELIVERED.CORE 266454183 20689215
UOPS_ISSUED.ANY 880066293 8957641
INT_MISC.RECOVERY_CYCLES_ANY 29506317 3860842
UOPS_RETIRED.RETIRE_SLOTS 551180641 27505953
CYCLE_ACTIVITY.STALLS_MEM_ANY 95320281 2245459
EXE_ACTIVITY.BOUND_ON_STORES 111791 38998
EXE_ACTIVITY.1_PORTS_UTIL 67301829 2701919
EXE_ACTIVITY.2_PORTS_UTIL 75936289 662095
EXE_ACTIVITY.EXE_BOUND_0_PORTS 4869815 270693
CYCLE_ACTIVITY.STALLS_L1D_MISS 73028568 3629876
CYCLE_ACTIVITY.STALLS_L2_MISS 65185255 4077457
CYCLE_ACTIVITY.STALLS_L3_MISS 45655336 1417058
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 2310692 678727
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 51439031 617206


CPU_CLK_UNHALTED 672708109 3096998
INST_RETIRED 820744917 50060225
MEM_INST_RETIRED.ALL_LOADS 335268667 30108200
MEM_INST_RETIRED.ALL_STORES 68735002 2370689
L1D.REPLACEMENT 39913881 4599313
L2_LINES_IN.ALL 20934535 3152620
IDQ_UOPS_NOT_DELIVERED.CORE 416310356 39002287
UOPS_ISSUED.ANY 1299144452 16291007
INT_MISC.RECOVERY_CYCLES_ANY 47230153 6679378
UOPS_RETIRED.RETIRE_SLOTS 780808967 48793058
CYCLE_ACTIVITY.STALLS_MEM_ANY 136968477 4893339
EXE_ACTIVITY.BOUND_ON_STORES 138872 58076
EXE_ACTIVITY.1_PORTS_UTIL 96952472 4359522
EXE_ACTIVITY.2_PORTS_UTIL 113871005 1821070
EXE_ACTIVITY.EXE_BOUND_0_PORTS 7543340 489530
CYCLE_ACTIVITY.STALLS_L1D_MISS 103137708 7702815
CYCLE_ACTIVITY.STALLS_L2_MISS 92036692 8004359
CYCLE_ACTIVITY.STALLS_L3_MISS 66163572 3297323
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 4086015 1104872
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 78420846 1972289


CPU_CLK_UNHALTED 880677895 3633893
INST_RETIRED 1038115654 71546911
MEM_INST_RETIRED.ALL_LOADS 423999203 43692306
MEM_INST_RETIRED.ALL_STORES 88844884 3487763
L1D.REPLACEMENT 49046445 6480720
L2_LINES_IN.ALL 25137825 4475644
IDQ_UOPS_NOT_DELIVERED.CORE 575283595 57699697
UOPS_ISSUED.ANY 1723875787 25524781
INT_MISC.RECOVERY_CYCLES_ANY 66281173 9623141
UOPS_RETIRED.RETIRE_SLOTS 1001886803 69980175
CYCLE_ACTIVITY.STALLS_MEM_ANY 176679312 8250442
EXE_ACTIVITY.BOUND_ON_STORES 156603 77655
EXE_ACTIVITY.1_PORTS_UTIL 126016825 5946543
EXE_ACTIVITY.2_PORTS_UTIL 152491238 3058412
EXE_ACTIVITY.EXE_BOUND_0_PORTS 10360996 752783
CYCLE_ACTIVITY.STALLS_L1D_MISS 130589745 12576627
CYCLE_ACTIVITY.STALLS_L2_MISS 116348877 12819068
CYCLE_ACTIVITY.STALLS_L3_MISS 85025064 5953741
