here
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
CPU_CLK_UNHALTED 42773538 122890
INST_RETIRED 69473420 571784
MEM_INST_RETIRED.ALL_LOADS 15392215 225823
MEM_INST_RETIRED.ALL_STORES 7701529 344844
L1D.REPLACEMENT 344639 8570
L2_LINES_IN.ALL 212859 21785
IDQ_UOPS_NOT_DELIVERED.CORE 30896601 725819
UOPS_ISSUED.ANY 62089651 618693
INT_MISC.RECOVERY_CYCLES_ANY 1721323 56099
UOPS_RETIRED.RETIRE_SLOTS 36369916 235822
CYCLE_ACTIVITY.STALLS_MEM_ANY 3461746 51883
EXE_ACTIVITY.BOUND_ON_STORES 0 0
EXE_ACTIVITY.1_PORTS_UTIL 0 0
EXE_ACTIVITY.2_PORTS_UTIL 2155282 0
EXE_ACTIVITY.EXE_BOUND_0_PORTS 99431 0
CYCLE_ACTIVITY.STALLS_L1D_MISS 552653 0
CYCLE_ACTIVITY.STALLS_L2_MISS 267891 0
CYCLE_ACTIVITY.STALLS_L3_MISS 0 0
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 0 0


CPU_CLK_UNHALTED 220421043 1313789
INST_RETIRED 382236344 6171990
MEM_INST_RETIRED.ALL_LOADS 88665677 1927688
MEM_INST_RETIRED.ALL_STORES 46420054 1813964
L1D.REPLACEMENT 2139000 63339
L2_LINES_IN.ALL 1270002 118905
IDQ_UOPS_NOT_DELIVERED.CORE 215736565 7508458
UOPS_ISSUED.ANY 477062660 6166685
INT_MISC.RECOVERY_CYCLES_ANY 14370190 588758
UOPS_RETIRED.RETIRE_SLOTS 326786061 5035530
CYCLE_ACTIVITY.STALLS_MEM_ANY 32199277 1029073
EXE_ACTIVITY.BOUND_ON_STORES 30148 5959
EXE_ACTIVITY.1_PORTS_UTIL 31323376 940703
EXE_ACTIVITY.2_PORTS_UTIL 31053493 365436
EXE_ACTIVITY.EXE_BOUND_0_PORTS 1722157 17817
CYCLE_ACTIVITY.STALLS_L1D_MISS 9690301 985081
CYCLE_ACTIVITY.STALLS_L2_MISS 6544259 1302900
CYCLE_ACTIVITY.STALLS_L3_MISS 4249355 1524133
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 417 569
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 5394827 1918941


CPU_CLK_UNHALTED 415540318 15064343
INST_RETIRED 604514846 10309471
