here
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
period: 0
freq: 0
CPU_CLK_UNHALTED 10292365 348832
INST_RETIRED 6173 127
MEM_INST_RETIRED.ALL_LOADS 5 0
MEM_INST_RETIRED.ALL_STORES 0 0
L1D.REPLACEMENT 1211 74
L2_LINES_IN.ALL 10471 193
IDQ_UOPS_NOT_DELIVERED.CORE 6908768 32289
UOPS_ISSUED.ANY 4875875 21609
INT_MISC.RECOVERY_CYCLES_ANY 421072 2059
UOPS_RETIRED.RETIRE_SLOTS 2868905 11888
CYCLE_ACTIVITY.STALLS_MEM_ANY 0 0
EXE_ACTIVITY.BOUND_ON_STORES 0 0
EXE_ACTIVITY.1_PORTS_UTIL 0 0
EXE_ACTIVITY.2_PORTS_UTIL 0 0
EXE_ACTIVITY.EXE_BOUND_0_PORTS 0 0
CYCLE_ACTIVITY.STALLS_L1D_MISS 0 0
CYCLE_ACTIVITY.STALLS_L2_MISS 0 0
CYCLE_ACTIVITY.STALLS_L3_MISS 0 0
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 0 0


CPU_CLK_UNHALTED 54127143 1150897
INST_RETIRED 33632 652
MEM_INST_RETIRED.ALL_LOADS 14 0
MEM_INST_RETIRED.ALL_STORES 0 0
L1D.REPLACEMENT 7071 791
L2_LINES_IN.ALL 70003 1727
IDQ_UOPS_NOT_DELIVERED.CORE 48653382 145723
UOPS_ISSUED.ANY 36771405 107031
INT_MISC.RECOVERY_CYCLES_ANY 3434748 10175
UOPS_RETIRED.RETIRE_SLOTS 25409659 77865
CYCLE_ACTIVITY.STALLS_MEM_ANY 707091 79683
EXE_ACTIVITY.BOUND_ON_STORES 5927784 14435
EXE_ACTIVITY.1_PORTS_UTIL 6532036 10141
EXE_ACTIVITY.2_PORTS_UTIL 6750645 7542
EXE_ACTIVITY.EXE_BOUND_0_PORTS 5570667 3976
CYCLE_ACTIVITY.STALLS_L1D_MISS 80032 4003
CYCLE_ACTIVITY.STALLS_L2_MISS 83087 3780
CYCLE_ACTIVITY.STALLS_L3_MISS 2519 2645
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 5701 5972


CPU_CLK_UNHALTED 97889667 1521247
INST_RETIRED 61095 795
MEM_INST_RETIRED.ALL_LOADS 28 0
MEM_INST_RETIRED.ALL_STORES 0 0
L1D.REPLACEMENT 12019 1193
L2_LINES_IN.ALL 128627 2386
IDQ_UOPS_NOT_DELIVERED.CORE 90617449 287264
UOPS_ISSUED.ANY 68828501 214529
INT_MISC.RECOVERY_CYCLES_ANY 6456139 18632
UOPS_RETIRED.RETIRE_SLOTS 48001829 122568
CYCLE_ACTIVITY.STALLS_MEM_ANY 1317631 162933
EXE_ACTIVITY.BOUND_ON_STORES 11322472 53339
EXE_ACTIVITY.1_PORTS_UTIL 12521543 26823
EXE_ACTIVITY.2_PORTS_UTIL 13019075 25596
EXE_ACTIVITY.EXE_BOUND_0_PORTS 10797805 22088
CYCLE_ACTIVITY.STALLS_L1D_MISS 157191 10793
CYCLE_ACTIVITY.STALLS_L2_MISS 159471 7369
CYCLE_ACTIVITY.STALLS_L3_MISS 3990 4817
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 15144 14614


CPU_CLK_UNHALTED 141715619 1959048
INST_RETIRED 88555 1003
MEM_INST_RETIRED.ALL_LOADS 34 0
MEM_INST_RETIRED.ALL_STORES 0 0
L1D.REPLACEMENT 17589 1799
L2_LINES_IN.ALL 187442 2999
IDQ_UOPS_NOT_DELIVERED.CORE 132518977 525109
UOPS_ISSUED.ANY 100830172 394012
INT_MISC.RECOVERY_CYCLES_ANY 9489230 35340
UOPS_RETIRED.RETIRE_SLOTS 70670506 225407
CYCLE_ACTIVITY.STALLS_MEM_ANY 1868487 233436
EXE_ACTIVITY.BOUND_ON_STORES 16720011 69710
EXE_ACTIVITY.1_PORTS_UTIL 18525957 41518
EXE_ACTIVITY.2_PORTS_UTIL 19310616 57180
EXE_ACTIVITY.EXE_BOUND_0_PORTS 16046875 42859
CYCLE_ACTIVITY.STALLS_L1D_MISS 230193 13715
CYCLE_ACTIVITY.STALLS_L2_MISS 235275 8823
CYCLE_ACTIVITY.STALLS_L3_MISS 3990 6171
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 19216 19368


CPU_CLK_UNHALTED 185900863 2272813
INST_RETIRED 116270 1303
MEM_INST_RETIRED.ALL_LOADS 54 0
MEM_INST_RETIRED.ALL_STORES 0 0
L1D.REPLACEMENT 22992 2085
L2_LINES_IN.ALL 247298 3389
IDQ_UOPS_NOT_DELIVERED.CORE 174786717 832691
UOPS_ISSUED.ANY 133109811 621111
INT_MISC.RECOVERY_CYCLES_ANY 12538632 56499
UOPS_RETIRED.RETIRE_SLOTS 93469937 390983
CYCLE_ACTIVITY.STALLS_MEM_ANY 2391823 291169
EXE_ACTIVITY.BOUND_ON_STORES 22170811 124902
EXE_ACTIVITY.1_PORTS_UTIL 24568302 97223
EXE_ACTIVITY.2_PORTS_UTIL 25649030 129703
EXE_ACTIVITY.EXE_BOUND_0_PORTS 21322968 92154
CYCLE_ACTIVITY.STALLS_L1D_MISS 306852 19625
CYCLE_ACTIVITY.STALLS_L2_MISS 317910 26576
CYCLE_ACTIVITY.STALLS_L3_MISS 10878 21579
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 23916 26929


CPU_CLK_UNHALTED 289858503 77045710
INST_RETIRED 137594 46569
MEM_INST_RETIRED.ALL_LOADS 890 8422
MEM_INST_RETIRED.ALL_STORES 748 8746
L1D.REPLACEMENT 1813234 4452934
L2_LINES_IN.ALL 2073582 4424132
IDQ_UOPS_NOT_DELIVERED.CORE 201763588 48380143
UOPS_ISSUED.ANY 156778169 26985175
INT_MISC.RECOVERY_CYCLES_ANY 14411736 3465631
UOPS_RETIRED.RETIRE_SLOTS 110683673 16062191
CYCLE_ACTIVITY.STALLS_MEM_ANY 2722047 743924
EXE_ACTIVITY.BOUND_ON_STORES 106727992 139304498
EXE_ACTIVITY.1_PORTS_UTIL 29860434 2020235
EXE_ACTIVITY.2_PORTS_UTIL 29918285 5683135
EXE_ACTIVITY.EXE_BOUND_0_PORTS 24300846 6018278
CYCLE_ACTIVITY.STALLS_L1D_MISS 439096 245073
CYCLE_ACTIVITY.STALLS_L2_MISS 501801 285398
CYCLE_ACTIVITY.STALLS_L3_MISS 136413 313834
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 228308 1004989


CPU_CLK_UNHALTED 498665315 103300819
INST_RETIRED 137649 63406
MEM_INST_RETIRED.ALL_LOADS 892 8854
MEM_INST_RETIRED.ALL_STORES 748 9239
L1D.REPLACEMENT 7553446 9035674
L2_LINES_IN.ALL 7812852 8968078
IDQ_UOPS_NOT_DELIVERED.CORE 202204356 86037327
UOPS_ISSUED.ANY 165641094 47965555
INT_MISC.RECOVERY_CYCLES_ANY 14459260 6148941
UOPS_RETIRED.RETIRE_SLOTS 119458120 28523623
CYCLE_ACTIVITY.STALLS_MEM_ANY 2731510 1236950
EXE_ACTIVITY.BOUND_ON_STORES 309848145 202839720
EXE_ACTIVITY.1_PORTS_UTIL 34189396 3517644
EXE_ACTIVITY.2_PORTS_UTIL 31375744 10039444
EXE_ACTIVITY.EXE_BOUND_0_PORTS 24441948 10961216
CYCLE_ACTIVITY.STALLS_L1D_MISS 876181 744014
CYCLE_ACTIVITY.STALLS_L2_MISS 899414 667795
CYCLE_ACTIVITY.STALLS_L3_MISS 487987 708830
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 625799 1283371


CPU_CLK_UNHALTED 704609985 62655402
INST_RETIRED 171247823 92151111
MEM_INST_RETIRED.ALL_LOADS 34192445 88160671
MEM_INST_RETIRED.ALL_STORES 15203735 39194217
L1D.REPLACEMENT 11296426 11194170
L2_LINES_IN.ALL 11330784 11157138
IDQ_UOPS_NOT_DELIVERED.CORE 284084246 169647566
UOPS_ISSUED.ANY 344322525 148698024
INT_MISC.RECOVERY_CYCLES_ANY 18857910 14435952
UOPS_RETIRED.RETIRE_SLOTS 269499574 188338906
CYCLE_ACTIVITY.STALLS_MEM_ANY 18650003 52640200
EXE_ACTIVITY.BOUND_ON_STORES 427639842 158817285
EXE_ACTIVITY.1_PORTS_UTIL 47946409 28637605
EXE_ACTIVITY.2_PORTS_UTIL 48455736 46480695
EXE_ACTIVITY.EXE_BOUND_0_PORTS 25480738 13328388
CYCLE_ACTIVITY.STALLS_L1D_MISS 10813507 29010803
CYCLE_ACTIVITY.STALLS_L2_MISS 10766337 28136125
CYCLE_ACTIVITY.STALLS_L3_MISS 9364742 24802931
OFFCORE_REQUESTS_OUTSTANDING.L3_MISS_DEMAND_DATA_RD_GE_6 0 0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_L3_MISS_DEMAND_DATA_RD 10161006 26059610


CPU_CLK_UNHALTED 913187545 104088459
INST_RETIRED 537254980 119144290
MEM_INST_RETIRED.ALL_LOADS 125224580 115743023
MEM_INST_RETIRED.ALL_STORES 56161125 76632763
